t,roll,pitch,yaw,ax,ay,az,x,y,z
50.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
